XTSOL	p_model	p_stock	p_sorting	p_shipping	p_tpl	p_manufacturer	p_fsk18	p_priceNoTax	p_priceNoTax.1	p_priceNoTax.2	p_priceNoTax.3	p_priceNoTax.4	p_priceNoTax.5	p_tax	p_status	p_weight	p_ean	p_disc	p_opttpl	p_vpe	p_vpe_status	p_vpe_value	p_image.1	p_image.2	p_image.3	p_image.4	p_image	p_name.de	p_desc.de	p_shortdesc.de	p_meta_title.de	p_meta_desc.de	p_meta_key.de	p_keywords.de	p_url.de	p_cat.0	p_cat.1	p_cat.2	p_cat.3	p_cat.4	p_cat.5	
XTSOL	AW009	0	3	1	default		0	0.0000				1:41.1765	0:88.0000::1:46.2185	1	0	0.00		0.00	alisting.html	0	0	0.0000	105_1.jpg	105_2.jpg			105_0.jpg	Sharkoon T9 blau	"<table class=""syn_container1"">	<tbody>		<tr>			<th colspan=""2"">				Allgemein</th>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Formfaktor </span></td>			<td>				Midi Tower</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Max. Mainboard-Größe </span></td>			<td>				ATX</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Unterstützte Motherboards </span></td>			<td>				ATX, microATX</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Anzahl von vorne zugänglicher Einbauschächte </span></td>			<td>				9</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Farbe </span></td>			<td>				Schwarz, Blau</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Kühlsystem </span></td>			<td>				Rückseite : 120 mm Lüfter x 1 / LED &#166; Vorderseite : 120 mm Lüfter x 2 / LED</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Systemgehäuse-Merkmale </span></td>			<td>				Seitenwand mit Fenster, schraubenlose Laufwerksschächte, Water-Cooling Hole Ready, Gitterfrontabdeckung, Kabelführungsbohrungen</td>		</tr>		<tr>			<th colspan=""2"">				Erweiterung / Konnektivität</th>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Erweiterungseinschübe </span></td>			<td>				8 (gesamt)/ 8 (frei) x von vorne zugänglich - 13.3 cm x 1/2H ( 5.25"" x 1/2H ) &#166; 1 (gesamt)/ 1 (frei) x von vorne zugänglich - 13,3 cm/8,9 cm gemeinsam genutzt ( 5,25"" / 3,5"" gemeinsam genutzt )</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Erweiterungssteckplätze </span></td>			<td>				7 x Erweiterungssteckplatz</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Schnittstellen </span></td>			<td>				2 x USB 2.0 &#166; 1 x Mikrofon - mini-jack &#166; 1 x Kopfhörer - mini-jack &#166; 2 x USB 3.0</td>		</tr>		<tr>			<th colspan=""2"">				Verschiedenes</th>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Zubehör im Lieferumfang </span></td>			<td>				5,25""-zu-3,5""-Einschubadapter x2, 5,25""-Frontblende mit Aussparung für 3,5""-Gerät</td>		</tr>		<tr>			<th colspan=""2"">				Stromversorgung</th>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Stromversorgungsgerät </span></td>			<td>				Ohne Netzteil</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Max. unterstützte Anzahl </span></td>			<td>				1</td>		</tr>		<tr>			<th colspan=""2"">				Abmessungen und Gewicht</th>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Breite </span></td>			<td>				20 cm</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Tiefe </span></td>			<td>				47.5 cm</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Höhe </span></td>			<td>				44 cm</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Gewicht </span></td>			<td>				6.6 kg</td>		</tr>	</tbody></table><p>	 </p>"							Komponenten	Gehäuse					
XTSOL	GE02136	0	44	1	default		0	0.0000				1:117.6471	0:110.3500::1:122.6891	1	0	0.00		0.00	alisting.html	0	0	0.0000	106_1.jpg	106_2.jpg	106_3.jpg		106_0.jpg	CoolerMaster Master Case 5 Pro	"<table class=""syn_container1"">	<tbody>		<tr>			<th colspan=""2"">				Allgemein</th>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Formfaktor </span></td>			<td>				Midi Tower</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Max. Mainboard-Größe </span></td>			<td>				ATX</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Unterstützte Motherboards </span></td>			<td>				ATX, microATX, Mini-ITX</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Spezifikationseinhaltung </span></td>			<td>				ATX / PS/2</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Anzahl interner Einbauschächte </span></td>			<td>				7</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Anzahl von vorne zugänglicher Einbauschächte </span></td>			<td>				2</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Farbe </span></td>			<td>				Metallic Dark Gray, schwarze Innenseite</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Kühlsystem </span></td>			<td>				Vorderseite : 140 x 140 x 25 mm Lüfter x 2 / 1200 U/min / 55 CFM / 24 dBA &#166; Rückseite : 140 x 140 x 25 mm Lüfter x 1 / 1200 U/min / 55 CFM / 24 dBA &#166; Vorderseite : 120/140 mm Lüfterhalterung x 3 &#166; Oberseite : 120/140 mm Lüfterhalterung x 2 &#166; Rückseite : 120/140 mm Lüfterhalterung x 1</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Max. Höhe des CPU-Kühlers </span></td>			<td>				190 mm</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Maximale Länge Videokarte </span></td>			<td>				412 mm</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Systemgehäuse-Merkmale </span></td>			<td>				Deckelstaubfilter, Frontstaubfilter, Kabelführungssystem, Staubfilter unten, für Wasserkühlung geeignet, unterstützt 120/140-mm-Radiator hinten, Support für 240/280 mm Radiator vorne</td>		</tr>		<tr>			<th colspan=""2"">				Erweiterung / Konnektivität</th>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Erweiterungseinschübe </span></td>			<td>				2 (gesamt)/ 2 (frei) x von vorne zugänglich - 13.3 cm ( 5.25"" ) &#166; 5 (gesamt)/ 5 (frei) x intern - 6,4 cm/8,9 cm gemeinsam genutzt ( 2,5"" / 3,5"" gemeinsam genutzt ) &#166; 2 (gesamt)/ 2 (frei) x intern - 6.4 cm ( 2.5"" )</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Erweiterungssteckplätze </span></td>			<td>				7</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Schnittstellen </span></td>			<td>				1 x Mikrofon - mini-jack &#166; 1 x Audio Line-out - mini-jack &#166; 2 x USB 3.0</td>		</tr>		<tr>			<th colspan=""2"">				Stromversorgung</th>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Stromversorgungsgerät </span></td>			<td>				Ohne Netzteil</td>		</tr>		<tr>			<th colspan=""2"">				Abmessungen und Gewicht</th>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Breite </span></td>			<td>				23.5 cm</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Tiefe </span></td>			<td>				51.2 cm</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Höhe </span></td>			<td>				54.8 cm</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Gewicht </span></td>			<td>				10.7 kg</td>		</tr>	</tbody></table><p>	 </p>"							Komponenten	Gehäuse					
XTSOL	67851	0	2	1	default		0	0.0000				1:57.1429	1:60.5042	1	0	0.00		0.00	alisting.html	0	0	0.0000					695_0.jpg	2TB WD Blue	"<table class=""syn_container1"">	<tbody>		<tr>			<th colspan=""2"">				Allgemein</th>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Gerätetyp </span></td>			<td>				Festplatte - intern</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Kapazität </span></td>			<td>				2 TB</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Formfaktor </span></td>			<td>				8.9 cm x 1/3H ( 3.5"" x 1/3H )</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Schnittstelle </span></td>			<td>				SATA 6Gb/s</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Puffergröße </span></td>			<td>				64 MB</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Merkmale </span></td>			<td>				Data Lifeguard, IntelliSeek, NoTouch-Ramp-Ladetechnologie, Advanced Format-Technologie</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Breite </span></td>			<td>				101.6 mm</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Tiefe </span></td>			<td>				147 mm</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Höhe </span></td>			<td>				26.1 mm</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Gewicht </span></td>			<td>				600 g</td>		</tr>		<tr>			<th colspan=""2"">				Leistung</th>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Übertragungsrate Laufwerk </span></td>			<td>				600 MBps (extern)</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Interner Datendurchsatz </span></td>			<td>				147 MBps</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Spindelgeschwindigkeit </span></td>			<td>				5400 rpm</td>		</tr>		<tr>			<th colspan=""2"">				Zuverlässigkeit</th>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Nicht-korrigierbare Datenfehler </span></td>			<td>				1 pro 10^14</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Lade-/Entladezyklen </span></td>			<td>				300,000</td>		</tr>		<tr>			<th colspan=""2"">				Erweiterung und Konnektivität</th>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Schnittstellen </span></td>			<td>				1 x SATA 6 Gb/s</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Kompatible Einschübe </span></td>			<td>				1 x intern - 8.9 cm x 1/3H ( 3.5"" x 1/3H )</td>		</tr>		<tr>			<th colspan=""2"">				Stromversorgung</th>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Energieverbrauch </span></td>			<td>				4.1 Watt ( Lesen ) &#166; 4.1 Watt ( Schreiben ) &#166; 3 Watt ( Leerlauf ) &#166; 0.4 Watt ( Standby ) &#166; 0.4 Watt ( Sleep-Modus )</td>		</tr>		<tr>			<th colspan=""2"">				Verschiedenes</th>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Kennzeichnung </span></td>			<td>				RoHS 2011/65/EU</td>		</tr>		<tr>			<th colspan=""2"">				Umgebungsbedingungen</th>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Min Betriebstemperatur </span></td>			<td>				0 °C</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Max. Betriebstemperatur </span></td>			<td>				60 °C</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Schocktoleranz (in Betrieb) </span></td>			<td>				65 g @ 2 ms</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Schocktoleranz (nicht in Betrieb) </span></td>			<td>				250 g @ 2 ms</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Geräuschentwicklung </span></td>			<td>				23 dB</td>		</tr>	</tbody></table><p>	 </p>"							Komponenten	Festplatten					
XTSOL	SP001019	0	9	1	default		0	0.0000				1:579.8319	1:584.8739	1	0	0.00		0.00	alisting.html	0	0	0.0000					696_0.jpg	2000GB Samsung 850 EVO (SATA-III)	"<table class=""syn_container1"">	<tbody>		<tr>			<th colspan=""2"">				Allgemein</th>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Gerätetyp </span></td>			<td>				Solid-State-Disk - intern</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Kapazität </span></td>			<td>				2 TB</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Hardwareverschlüsselung </span></td>			<td>				Ja</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Encryption Algorithm </span></td>			<td>				256-Bit-AES</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Formfaktor </span></td>			<td>				6.4 cm ( 2.5"" )</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Schnittstelle </span></td>			<td>				SATA 6Gb/s</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Puffergröße </span></td>			<td>				2 GB</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Merkmale </span></td>			<td>				Hardware Full Disk Encryption (FDE), TRIM-Unterstützung, DevSleep-Modus, Microsoft eDrive-kompatibel, 3D V-NAND Technology, Auto Garbage Collection Algorithm, Dynamic Thermal Guard protection, Worldwide Name (WWN), RAPID-Modus-Unterstützung, TurboWrite Technology, Samsung MHX Controller, Low Power DDR3 SDRAM Cache , S.M.A.R.T., 256-Bit-AES, IEEE 1667</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Breite </span></td>			<td>				69.85 mm</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Tiefe </span></td>			<td>				100 mm</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Höhe </span></td>			<td>				6.8 mm</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Gewicht </span></td>			<td>				66 g</td>		</tr>		<tr>			<th colspan=""2"">				Leistung</th>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">SSD-Leistung </span></td>			<td>				150 TB</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Übertragungsrate Laufwerk </span></td>			<td>				600 MBps (extern)</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Interner Datendurchsatz </span></td>			<td>				540 MBps (lesen)/ 520 MBps (Schreiben)</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">4 KB Random Read </span></td>			<td>				98000 IOPS</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Maximal 4 KB Random Write </span></td>			<td>				90000 IOPS</td>		</tr>		<tr>			<th colspan=""2"">				Zuverlässigkeit</th>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">MTBF </span></td>			<td>				1,500,000 Stunden</td>		</tr>		<tr>			<th colspan=""2"">				Erweiterung und Konnektivität</th>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Schnittstellen </span></td>			<td>				1 x SATA 6 Gb/s - 7-poliges Serial ATA</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Kompatible Einschübe </span></td>			<td>				1 x intern - 6.4 cm ( 2.5"" )</td>		</tr>		<tr>			<th colspan=""2"">				Stromversorgung</th>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Energieverbrauch </span></td>			<td>				4.7 Watt ( Durchschnitt ) &#166; 2 mW ( Sleep-Modus ) &#166; 7.2 Watt ( Maximum ) &#166; 60 mW ( Leerlauf )</td>		</tr>	</tbody></table><p>	 </p>"							Komponenten	SSD					
XTSOL	86716	0	7	1	default		0	0.0000						1	0	0.00		0.00	alisting.html	0	0	0.0000						Western Digital Caviar Black mit 7200U/Min.								Komponenten	Festplatten					
XTSOL	602	0	2	1	product_info_tabs_pcconfig_zubehoer_generator.html		0	831.0924						1	1	0.00		0.00	product_options_pcconfig.html	0	0	0.0000					1505_0.jpg	Gamer-PC i5 7400 GTX1060			Gamer-PC i5 7400 GTX1060 | aletoware.com					Gamer PC AW Editions						
XTSOL	603	0	3	1	product_info_tabs_pcconfig_zubehoer_generator.html		0	881.5126						1	1	0.00		0.00	product_options_pcconfig.html	0	0	0.0000					1506_0.jpg	Gamer-PC i5 7500 GTX1060			Gamer-PC i5 7500 GTX1060 | aletoware.com					Gamer PC AW Editions						
XTSOL	VG03824	0	553	1	default		0	0.0000				1:581.5126	1:596.6387	1	0	0.00		0.00	alisting.html	0	0	0.0000					803_0.jpg	8GB Gainward Phoenix GTX 1080	"<table class=""syn_container1"">	<tbody>		<tr>			<th colspan=""2"">				 </th>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Gerätetyp </span></td>			<td>				Grafikkarten</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Bustyp </span></td>			<td>				PCI Express 3.0 x16</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Grafik-Engine </span></td>			<td>				NVIDIA GeForce GTX 1080</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Core Clock </span></td>			<td>				1607 MHz</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Boost-Clock </span></td>			<td>				1733 MHz</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">CUDA-Kerne </span></td>			<td>				2560</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Prozesstechnologie </span></td>			<td>				16 nm</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Max Auflösung </span></td>			<td>				4096 x 2160 bei 60 Hz</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Informationen zur max. Auflösung </span></td>			<td>				DVI: 2560 x 1600 / DisplayPort: 4096 x 2160 / HDMI: 4096 x 2160</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Schnittstellen </span></td>			<td>				DVI-D (Dual-Link) &#166; 3 x DisplayPort &#166; HDMI</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">API-Unterstützung </span></td>			<td>				OpenCL, DirectX 12, OpenGL 4.5, Vulkan</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Besonderheiten </span></td>			<td>				Dual Bios, Nvidia PhysX-Ready, Nvidia 3D Vision Surround Ready, 2.5-slot Fan Cooler, Nvidia SLI-fähig, Adaptive V-Sync, UEFI BIOS, NVIDIA G-Sync-fähig, NVIDIA GameWorks, DrMOS, 8+2 Phase PWM Design, Nvidia GeForce GTX VR Ready, NVIDIA GPU Boost 3.0 , HDCP</td>		</tr>		<tr>			<th colspan=""2"">				Speicher</th>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Grösse </span></td>			<td>				8 GB</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Technologie </span></td>			<td>				GDDR5X SDRAM</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Effektive Taktrate </span></td>			<td>				10 GHz</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Busbreite </span></td>			<td>				256-bit</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Bandbreite </span></td>			<td>				320 GBps</td>		</tr>		<tr>			<th colspan=""2"">				Systemanforderungen</th>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Erforderliches Betriebssystem </span></td>			<td>				Microsoft Windows 7 / 8 / 10</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Erforderliche Spannungsversorgung </span></td>			<td>				500 W</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Zusätzliche Anforderungen </span></td>			<td>				6-Pin + 8-Pin PCI Express Stromstecker</td>		</tr>		<tr>			<th colspan=""2"">				Verschiedenes</th>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Software inbegriffen </span></td>			<td>				Display drivers, Gainward Expertool II</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Tiefe </span></td>			<td>				28.5 cm</td>		</tr>		<tr>			<td>				<span class=""merkmalTitle"">Höhe </span></td>			<td>				13.3 cm</td>		</tr>	</tbody></table><p>	 </p>"							Komponenten	Grafikkarten					
XTSOL	201	0	1	1	product_info_tabs_pcconfig_zubehoer_generator.html		0	629.4118						1	1	0.00		0.00	product_options_pcconfig.html	0	0	0.0000					1527_0.jpg	Komplett-PC Ryzen 5 GTX1050Ti			Komplett-PC Ryzen 5 1400 GTX1050Ti | aletoware.com					Komplett PCs						
XTSOL	501	0	1	1	product_info_tabs_pcconfig_zubehoer_generator.html		0	839.4958						1	1	0.00		0.00	product_options_pcconfig.html	0	0	0.0000					1484_0.jpg	Wassergekühlter-PC i5 7400 RX 570			Wassergekühlter-PC i5 7400 RX 570 | aletoware.com					Wassergekühlte PCs						
XTSOL	83891	0	118	1	default		0	0.0000				1:76.4705	1:81.5126	1	0	0.00		0.00	alisting.html	0	0	0.0000	691_1.jpg	691_2.jpg	691_3.jpg	691_4.jpg	691_0.jpg	NZXT Phantom 410 weiß	"<br><br><b>Datenblatt:</b><br><br><table class=""syn_container1"" border=""0"" cellpadding=""0"" cellspacing=""0"" width=""100%"">	<tbody>		<tr>			<td colspan=""2"">				<b>Allgemein</b></td>		</tr>		<tr>			<td width=""10"">				 </td>			<td>				<table border=""0"" cellpadding=""0"" cellspacing=""0"" class=""merkmalTable"" width=""100%"">					<tbody>						<tr>							<td>								Formfaktor</td>							<td>								Midi Tower</td>						</tr>						<tr>							<td>								Max. Mainboard-Größe</td>							<td>								ATX</td>						</tr>						<tr>							<td>								Unterstützte Mainboards</td>							<td>								ATX, microATX, Mini-ITX</td>						</tr>						<tr>							<td>								Anzahl interner Einbauschächte</td>							<td>								6</td>						</tr>						<tr>							<td>								Anzahl von vorne zugänglicher Einbauschächte</td>							<td>								3</td>						</tr>						<tr>							<td>								Breite</td>							<td>								21.5 cm</td>						</tr>						<tr>							<td>								Tiefe</td>							<td>								53.2 cm</td>						</tr>						<tr>							<td>								Höhe</td>							<td>								51.6 cm</td>						</tr>						<tr>							<td>								Gewicht</td>							<td>								9 kg</td>						</tr>						<tr>							<td>								Farbe</td>							<td>								Weiß</td>						</tr>						<tr>							<td>								Kühlsystem</td>							<td>								Vorderseite : 120 mm Lüfter x 1 &#166; Rückseite : 120 mm Lüfter x 1 &#166; Seite : 120/140 mm Lüfterhalterung x 1 &#166; Oberseite : 140 mm Lüfter x 1 / LED</td>						</tr>						<tr>							<td>								Systemgehäuse-Merkmale</td>							<td>								Seitenwand mit Fenster, schraubenlose Laufwerksschächte, Festplatten-Einschubschienen, Frontblendentür, seitlicher Lüfter mit Metallgitter, Gitterfrontabdeckung, herausnehmbares HDD-Rack, Kabelführungsbohrungen</td>						</tr>					</tbody>				</table>			</td>		</tr>		<tr>			<td colspan=""2"">				<b>Erweiterung / Konnektivität</b></td>		</tr>		<tr>			<td width=""10"">				 </td>			<td>				<table border=""0"" cellpadding=""0"" cellspacing=""0"" class=""merkmalTable"" width=""100%"">					<tbody>						<tr>							<td>								Erweiterungseinschübe</td>							<td>								3 (gesamt)/ 3 (frei) x von vorne zugänglich - 13.3 cm ( 5.25"" ) &#166; 6 (gesamt)/ 6 (frei) x intern - 8.9 cm ( 3.5"" )</td>						</tr>						<tr>							<td>								Erweiterungssteckplatz/-steckplätze</td>							<td>								7 Erweiterungsanschluss</td>						</tr>						<tr>							<td>								Schnittstellen</td>							<td>								2 x SuperSpeed USB 3.0 - 9-polig USB Typ A &#166; 2 x Hi-Speed USB - USB Typ A, 4-polig &#166; 1 x Audio - Ausgabe - Mini-Phone Stereo 3.5 mm &#166; 1 x Mikrofon - Eingang - Mini-Phone 3,5 mm</td>						</tr>					</tbody>				</table>			</td>		</tr>	</tbody></table><p>	 </p>"							Komponenten	Gehäuse					
XTSOL		0	50	1	default		0	0.0000						1	0	0.00		0.00	alisting.html	0	0	0.0000					781_0.jpg	OnBoard Soundkarte	<p>Interne Soundkarte on Board. Auf allen Boards ist bereits eine Soundkarte integriert. Weitere Soundkarten für PCI und PCI-E Steckplatz sind im Konfigurator zu diesem System wählbar.</p>							Komponenten	Soundkarte					
XTSOL	GE01235	0	49	1	default		0	0.0000				1:133.6134	1:138.6555	1	0	0.00		0.00	alisting.html	0	0	0.0000	582_1.jpg	582_2.jpg	582_3.jpg	582_4.jpg	582_0.jpg	CoolerMaster Storm Trooper	<br><br><b>Datenblatt:</b><br><br><table class="syn_container1" border="0" cellspacing="0" cellpadding="0"><tr class="syn_container2"><td colspan="2" class="syn_group"></td></tr><tr class="syn_container2"><td class="syn_key">Produktbeschreibung</td><td class="syn_value">Cooler Master CM Storm Trooper - Full  Tower - ATX</td></tr><tr class="syn_container2"><td class="syn_key">Formfaktor</td><td class="syn_value">Full  Tower</td></tr><tr class="syn_container2"><td class="syn_key">Farbe</td><td class="syn_value">Komplett Schwarz</td></tr><tr class="syn_container2"><td class="syn_key">Integrierte Peripheriegeräte</td><td class="syn_value">External SATA X-Dock</td></tr><tr class="syn_container2"><td class="syn_key">E/A-Anschlüsse</td><td class="syn_value">2 x USB 2.0 <br/> 2 x USB 3.0 <br/> 1 x audio line-out <br/> 1 x microphone</td></tr><tr class="syn_container2"><td class="syn_key">Supported Motherboards</td><td class="syn_value">ATX, microATX, XL-ATX</td></tr><tr class="syn_container2"><td class="syn_key">Systemgehäuse-Merkmale</td><td class="syn_value">Traggriff, austauschbarer Staubfilter, Controller für Lüftergeschwindigkeit, Gitterfrontabdeckung</td></tr><tr class="syn_container2"><td class="syn_key">Stromversorgungsgerät</td><td class="syn_value">Ohne Netzteil</td></tr><tr class="syn_container2"><td class="syn_key">Spezifikationseinhaltung</td><td class="syn_value">ATX / PS/2</td></tr><tr class="syn_container2"><td class="syn_key">Abmessungen (Breite x Tiefe x Höhe)</td><td class="syn_value">25 cm x 60.6 cm x 57.9 cm</td></tr><tr class="syn_container2"><td class="syn_key">Gewicht</td><td class="syn_value">14.4 kg</td></tr><tr class="syn_container2"><td class="syn_key">Herstellergarantie</td><td class="syn_value">2 Jahre Garantie</td></tr></table>							Komponenten	Gehäuse					
